State,Area_Name,Unemployment_rate_2021,Unemployment_rate_2022,Med_HH_Income_Percent_of_State_Total_2021,Median_Household_Income_2021
MT,Dawson,3.1,2.3,110.9,70252.0
MT,Deer Lodge,3.3,2.5,72.2,45725.0
MT,Fallon,2.6,1.6,100.7,63793.0
MT,Fergus,3.3,2.8,86.5,54823.0
MT,Flathead,4.0,3.1,103.9,65835.0
MT,Gallatin,2.4,1.9,124.5,78910.0
MT,Garfield,2.4,2.9,78.8,49898.0
MT,Glacier,6.8,5.0,70.7,44777.0
MT,Golden Valley,3.5,3.2,69.2,43820.0
MT,Granite,4.5,3.8,83.6,52984.0
MT,Hill,3.1,2.5,85.8,54377.0
MT,Jefferson,3.3,2.5,107.5,68128.0
MT,Judith Basin,2.7,2.4,81.1,51392.0
MT,Lake,3.8,3.0,80.5,50978.0
MT,Lewis and Clark,3.0,2.4,106.9,67702.0
MT,Liberty,2.3,2.3,77.8,49277.0
MT,Lincoln,5.9,4.8,76.0,48156.0
MT,Madison,3.2,2.2,98.7,62516.0
MT,McCone,1.8,1.8,81.9,51881.0
MT,Meagher,2.5,2.3,71.6,45391.0
MT,Mineral,5.3,5.1,79.4,50327.0
MT,Missoula,3.4,2.6,103.7,65682.0
MT,Montana,3.4,2.6,100.0,63357.0
MT,Musselshell,4.2,2.9,85.2,54003.0
MT,Park,3.5,2.7,93.3,59113.0
MT,Petroleum,2.9,3.0,76.0,48141.0
MT,Phillips,3.8,3.7,84.6,53626.0
MT,Pondera,3.2,2.6,75.6,47900.0
MT,Powder River,2.6,2.2,82.5,52298.0
MT,Powell,2.6,2.6,75.3,47687.0
MT,Prairie,3.7,3.0,73.1,46328.0
MT,Ravalli,3.6,2.8,94.7,60030.0
MT,Richland,4.0,2.6,99.7,63148.0
MT,Roosevelt,4.2,3.5,74.6,47266.0
MT,Rosebud,4.0,3.4,96.8,61331.0
MT,Sanders,4.8,4.3,79.3,50270.0
MT,Sheridan,3.3,1.9,88.5,56095.0
MT,Silver Bow,3.6,2.9,82.9,52495.0
MT,Stillwater,2.9,2.2,119.7,75820.0
MT,Sweet Grass,2.4,2.0,97.0,61454.0
MT,Teton,3.2,2.7,94.4,59787.0
MT,Toole,2.6,2.0,77.8,49297.0
MT,Treasure,2.9,2.0,92.0,58275.0
MT,Valley,3.1,2.5,87.3,55338.0
MT,Wheatland,5.1,3.7,67.0,42431.0
MT,Wibaux,3.5,2.4,82.0,51924.0
MT,Yellowstone,3.2,2.4,109.2,69182.0
NC,Alamance,4.9,3.7,94.9,58847.0
NC,Alexander,4.3,3.2,85.5,52989.0
NC,Alleghany,4.7,3.9,73.0,45239.0
NC,Anson,6.4,4.4,65.8,40773.0
NC,Ashe,4.1,3.4,73.5,45551.0
NC,Avery,4.1,3.3,78.2,48470.0
NC,Beaufort,4.9,3.9,81.2,50312.0
NC,Bertie,6.1,4.9,66.6,41280.0
NC,Bladen,5.9,4.3,68.4,42398.0
NC,Brunswick,6.1,4.7,108.5,67286.0
NC,Buncombe,4.2,3.0,103.0,63838.0
NC,Burke,4.6,3.4,86.7,53758.0
NC,Cabarrus,4.4,3.4,127.7,79148.0
NC,Caldwell,5.0,3.6,72.1,44705.0
NC,Camden,4.1,3.8,127.7,79162.0
NC,Carteret,4.2,3.5,101.9,63146.0
NC,Caswell,5.4,4.0,82.1,50879.0
NC,Catawba,4.7,3.4,96.5,59841.0
NC,Chatham,3.7,3.1,133.5,82764.0
NC,Cherokee,5.1,4.0,71.3,44211.0
NC,Chowan,5.1,4.0,78.3,48568.0
NC,Clay,5.1,4.0,83.1,51537.0
NC,Cleveland,5.4,3.8,79.1,49009.0
NC,Columbus,6.3,4.2,66.5,41206.0
NC,Craven,4.8,3.7,93.0,57628.0
NC,Cumberland,6.9,5.1,84.6,52463.0
NC,Currituck,4.2,3.5,133.5,82759.0
NC,Dare,5.9,4.3,110.8,68682.0
NC,Davidson,4.6,3.5,86.3,53473.0
NC,Davie,4.4,3.4,108.4,67224.0
NC,Duplin,4.5,3.7,72.8,45149.0
NC,Durham,4.3,3.2,115.2,71436.0
NC,Edgecombe,8.4,6.5,66.4,41157.0
NC,Forsyth,5.0,3.7,97.1,60228.0
NC,Franklin,4.8,3.6,102.7,63687.0
NC,Gaston,5.2,3.7,90.4,56017.0
NC,Gates,4.4,3.5,96.4,59762.0
NC,Graham,6.9,5.4,70.4,43647.0
NC,Granville,4.1,3.2,101.2,62715.0
NC,Greene,4.2,3.2,69.2,42884.0
NC,Guilford,5.7,4.1,98.3,60915.0
NC,Halifax,7.5,5.5,62.8,38944.0
NC,Harnett,5.4,4.1,99.5,61701.0
NC,Haywood,4.3,3.2,83.6,51817.0
NC,Henderson,4.2,3.2,97.4,60384.0
NC,Hertford,6.6,5.1,65.3,40461.0
NC,Hoke,6.5,4.9,88.6,54948.0
NC,Hyde,6.6,5.6,72.4,44880.0
NC,Iredell,4.7,3.4,112.5,69734.0
NC,Jackson,4.6,3.8,81.7,50652.0
NC,Johnston,4.3,3.3,112.7,69889.0
NC,Jones,4.3,3.4,76.8,47616.0
NC,Lee,5.5,4.2,91.4,56679.0
NC,Lenoir,5.1,3.7,71.4,44244.0
NC,Lincoln,4.1,3.1,118.3,73319.0
NC,Macon,4.3,3.5,79.7,49406.0
NC,Madison,4.4,3.4,83.6,51849.0
NC,Martin,5.7,4.4,69.8,43261.0
NC,McDowell,4.6,3.5,81.4,50476.0
NC,Mecklenburg,4.9,3.5,121.2,75138.0
NC,Mitchell,5.2,4.2,79.2,49086.0
NC,Montgomery,4.8,3.7,85.3,52897.0
NC,Moore,4.7,3.7,111.9,69373.0
NC,Nash,6.3,5.0,90.3,55956.0
NC,New Hanover,4.3,3.3,106.8,66212.0
NC,North Carolina,4.9,3.7,100.0,61997.0
NC,Northampton,6.3,4.9,65.4,40524.0
NC,Onslow,5.2,4.3,89.8,55645.0
NC,Orange,3.6,3.0,128.7,79814.0
NC,Pamlico,4.4,3.6,86.7,53732.0
NC,Pasquotank,5.5,4.5,82.9,51365.0
NC,Pender,4.3,3.5,112.2,69555.0
NC,Perquimans,5.5,4.5,86.7,53760.0
NC,Person,5.2,3.8,89.2,55287.0
NC,Pitt,5.3,4.1,77.6,48116.0
NC,Polk,4.8,3.8,93.7,58064.0
NC,Randolph,4.8,3.6,92.1,57088.0
NC,Richmond,7.3,5.0,68.0,42158.0
NC,Robeson,7.6,5.5,62.3,38613.0
NC,Rockingham,5.6,4.1,75.6,46868.0
NC,Rowan,5.1,3.6,91.0,56441.0
NC,Rutherford,6.5,4.7,71.7,44477.0
NC,Sampson,4.6,3.7,77.9,48267.0
NC,Scotland,9.5,6.4,71.1,44060.0
NC,Stanly,4.4,3.3,92.7,57465.0
NC,Stokes,4.3,3.3,93.2,57763.0
NC,Surry,4.5,3.4,83.6,51820.0
NC,Swain,4.6,3.2,77.2,47838.0
NC,Transylvania,4.2,3.4,99.6,61737.0
NC,Tyrrell,6.9,5.2,64.5,39970.0
NC,Union,4.0,3.1,141.2,87553.0
NC,Vance,7.9,5.8,73.5,45557.0
NC,Wake,4.1,3.1,147.7,91558.0
NC,Warren,7.8,6.3,72.3,44794.0
NC,Washington,7.0,5.1,68.7,42582.0
NC,Watauga,3.8,3.2,89.0,55183.0
NC,Wayne,5.1,4.0,80.6,49955.0
NC,Wilkes,4.8,3.8,77.2,47891.0
NC,Wilson,6.8,5.1,78.7,48777.0
NC,Yadkin,4.3,3.3,91.2,56547.0
NC,Yancey,4.4,3.6,74.7,46299.0
ND,Adams,2.9,2.2,83.4,56364.0
ND,Barnes,2.6,2.2,90.4,61111.0
ND,Benson,4.2,2.9,69.6,47080.0
ND,Billings,2.4,2.0,114.5,77375.0
ND,Bottineau,4.0,3.0,99.7,67400.0
ND,Bowman,2.1,1.7,101.0,68253.0
ND,Burke,3.6,2.0,105.8,71492.0
ND,Burleigh,2.6,1.9,106.5,71980.0
ND,Cass,2.4,1.8,98.1,66351.0
ND,Cavalier,2.6,2.4,96.2,65006.0
ND,Dickey,2.3,1.7,81.8,55270.0
ND,Divide,2.1,1.3,95.6,64646.0
ND,Dunn,2.8,1.3,112.0,75713.0
ND,Eddy,3.3,2.9,84.7,57277.0
ND,Emmons,3.9,4.3,82.7,55883.0
ND,Foster,2.4,2.1,102.6,69364.0
ND,Golden Valley,2.3,1.6,94.6,63973.0
ND,Grand Forks,2.7,1.9,95.9,64804.0
ND,Grant,2.2,2.0,71.8,48544.0
ND,Griggs,2.4,2.2,88.0,59520.0
ND,Hettinger,2.7,1.7,80.3,54282.0
ND,Kidder,4.3,3.9,81.4,55020.0
ND,LaMoure,1.9,1.9,97.5,65932.0
ND,Logan,2.5,2.2,75.9,51318.0
ND,McHenry,3.6,3.2,95.1,64262.0
ND,McIntosh,2.9,2.1,80.2,54211.0
ND,McKenzie,4.5,1.9,127.6,86294.0
ND,McLean,3.1,3.1,101.2,68419.0
ND,Mercer,3.9,3.3,116.6,78823.0
ND,Morton,3.2,2.5,105.6,71415.0
ND,Mountrail,2.9,1.5,106.4,71941.0
ND,Nelson,3.1,2.9,91.9,62095.0
ND,North Dakota,3.1,2.1,100.0,67603.0
ND,Oliver,3.3,3.3,107.9,72965.0
ND,Pembina,4.0,3.4,94.4,63809.0
ND,Pierce,2.8,2.6,82.5,55747.0
ND,Ramsey,2.7,2.3,94.6,63973.0
ND,Ransom,2.2,1.7,105.9,71594.0
ND,Renville,2.8,2.0,99.0,66937.0
ND,Richland,2.3,1.9,96.4,65184.0
ND,Rolette,8.7,6.6,70.1,47394.0
ND,Sargent,2.3,1.7,103.1,69666.0
ND,Sheridan,4.3,2.6,73.0,49374.0
ND,Sioux,3.0,2.6,59.6,40307.0
ND,Slope,2.5,2.6,85.7,57922.0
ND,Stark,3.9,1.9,108.7,73453.0
ND,Steele,2.4,2.0,113.9,77013.0
ND,Stutsman,2.5,2.0,94.5,63871.0
ND,Towner,2.8,2.4,98.3,66452.0
ND,Traill,2.5,2.0,107.0,72320.0
ND,Walsh,3.8,3.1,90.9,61472.0
ND,Ward,3.6,2.3,103.5,69957.0
ND,Wells,3.5,3.1,94.2,63665.0
ND,Williams,5.4,2.3,114.0,77051.0
NE,Adams,2.6,2.2,85.3,57136.0
NE,Antelope,1.8,1.9,85.8,57413.0
NE,Arthur,3.0,2.1,87.6,58677.0
NE,Banner,2.3,3.1,89.4,59863.0
NE,Blaine,2.8,4.0,80.0,53541.0
NE,Boone,1.7,1.8,96.6,64705.0
NE,Box Butte,2.6,2.4,97.8,65493.0
NE,Boyd,2.1,2.3,76.3,51107.0
NE,Brown,2.4,2.6,78.8,52738.0
NE,Buffalo,2.2,2.0,98.2,65721.0
NE,Burt,2.6,2.4,91.6,61317.0
NE,Butler,2.3,1.8,99.2,66416.0
NE,Cass,2.9,2.5,116.2,77771.0
NE,Cedar,1.9,1.9,95.7,64037.0
NE,Chase,1.7,1.8,88.9,59492.0
NE,Cherry,1.7,1.8,80.0,53533.0
NE,Cheyenne,3.0,2.5,81.8,54772.0
NE,Clay,2.5,2.4,96.1,64315.0
NE,Colfax,2.1,2.0,103.8,69498.0
NE,Cuming,1.8,1.9,98.8,66165.0
NE,Custer,1.7,1.7,84.4,56531.0
NE,Dakota,3.3,2.8,95.9,64231.0
NE,Dawes,2.0,2.1,76.0,50905.0
NE,Dawson,2.3,2.5,92.3,61817.0
NE,Deuel,2.2,2.4,77.0,51583.0
NE,Dixon,2.3,2.2,97.0,64943.0
NE,Dodge,2.5,2.2,89.4,59872.0
NE,Douglas,3.2,2.7,103.8,69475.0
NE,Dundy,1.7,1.6,79.0,52916.0
NE,Fillmore,2.1,1.9,98.2,65739.0
NE,Franklin,2.3,2.3,80.9,54192.0
NE,Frontier,1.8,2.2,80.3,53735.0
NE,Furnas,2.0,2.0,81.1,54308.0
NE,Gage,2.6,2.6,84.0,56261.0
NE,Garden,2.1,2.0,79.5,53240.0
NE,Garfield,2.1,2.1,76.3,51055.0
NE,Gosper,1.7,2.0,100.5,67263.0
NE,Grant,1.4,1.7,96.0,64244.0
NE,Greeley,1.9,2.1,79.5,53225.0
NE,Hall,3.1,2.4,90.7,60751.0
NE,Hamilton,2.3,2.1,109.1,73024.0
NE,Harlan,2.0,1.9,88.0,58928.0
NE,Hayes,1.6,1.7,85.2,57060.0
NE,Hitchcock,2.3,2.4,75.1,50300.0
NE,Holt,1.9,1.9,91.7,61415.0
NE,Hooker,1.6,2.7,78.1,52254.0
NE,Howard,2.3,2.1,105.9,70906.0
NE,Jefferson,1.9,1.9,85.3,57098.0
NE,Johnson,3.1,2.9,76.0,50886.0
NE,Kearney,1.9,1.9,108.6,72694.0
NE,Keith,2.2,1.9,80.1,53637.0
NE,Keya Paha,1.7,2.2,73.8,49421.0
NE,Kimball,2.4,1.9,78.4,52460.0
NE,Knox,2.2,2.3,80.9,54189.0
NE,Lancaster,2.6,2.2,97.7,65436.0
NE,Lincoln,2.4,2.2,92.2,61702.0
NE,Logan,1.9,2.2,91.1,61004.0
NE,Loup,2.2,2.7,79.7,53369.0
NE,Madison,2.6,2.1,91.5,61263.0
NE,McPherson,1.8,1.8,80.9,54138.0
NE,Merrick,2.5,2.0,96.1,64309.0
NE,Morrill,2.6,2.1,79.1,52933.0
NE,Nance,2.0,2.1,85.0,56880.0
NE,Nebraska,2.7,2.3,100.0,66949.0
NE,Nemaha,2.4,2.4,84.6,56658.0
NE,Nuckolls,2.0,2.2,89.0,59602.0
NE,Otoe,2.5,2.3,101.0,67595.0
NE,Pawnee,2.0,2.2,75.4,50501.0
NE,Perkins,1.4,1.7,91.3,61156.0
NE,Phelps,1.9,2.0,100.1,66986.0
NE,Pierce,2.3,2.0,96.5,64607.0
NE,Platte,2.3,2.1,104.8,70177.0
NE,Polk,2.0,2.0,103.8,69503.0
NE,Red Willow,2.2,2.0,95.5,63958.0
NE,Richardson,2.6,2.1,80.7,54044.0
NE,Rock,1.5,1.7,79.3,53120.0
NE,Saline,2.5,2.6,94.4,63187.0
NE,Sarpy,2.6,2.3,132.8,88913.0
NE,Saunders,2.4,2.1,117.5,78689.0
NE,Scotts Bluff,2.9,2.6,79.5,53206.0
NE,Seward,2.7,2.2,112.5,75305.0
NE,Sheridan,2.0,2.0,71.0,47543.0
NE,Sherman,2.2,2.3,81.8,54771.0
NE,Sioux,1.9,1.9,70.0,46834.0
NE,Stanton,2.3,2.0,107.1,71709.0
NE,Thayer,1.8,1.9,84.6,56626.0
NE,Thomas,2.8,2.6,79.2,53019.0
NE,Thurston,3.6,3.4,78.0,52202.0
NE,Valley,2.3,2.2,78.2,52336.0
NE,Washington,2.5,2.2,150.2,100572.0
NE,Wayne,2.1,2.2,89.3,59787.0
NE,Webster,2.2,2.5,86.9,58161.0
NE,Wheeler,1.3,1.6,76.0,50850.0
NE,York,2.1,2.1,96.4,64531.0
NH,Belknap,3.6,2.5,85.9,75781.0
NH,Carroll,3.7,2.6,75.8,66874.0
NH,Cheshire,3.7,2.7,76.9,67883.0
NH,Coos,4.3,3.3,60.7,53602.0
NH,Grafton,3.2,2.3,87.7,77378.0
NH,Hillsborough,3.5,2.6,102.9,90806.0
NH,Merrimack,3.1,2.3,91.6,80842.0
NH,New Hampshire,3.4,2.5,100.0,88268.0
NH,Rockingham,3.4,2.6,118.1,104281.0
NH,Strafford,3.2,2.3,104.1,91928.0
NH,Sullivan,3.2,2.4,73.5,64919.0
NJ,Atlantic,9.8,5.1,73.6,65693.0
NJ,Bergen,6.3,3.4,117.4,104777.0
NJ,Burlington,5.6,3.3,105.4,94043.0
NJ,Camden,7.0,4.0,87.1,77675.0
NJ,Cape May,9.2,6.5,83.9,74896.0
NJ,Cumberland,8.0,5.1,65.0,58030.0
NJ,Essex,8.3,4.5,74.2,66191.0
NJ,Gloucester,6.3,3.7,105.1,93783.0
NJ,Hudson,7.0,3.6,88.7,79159.0
NJ,Hunterdon,4.8,2.9,136.8,122095.0
NJ,Mercer,5.5,3.2,96.9,86499.0
NJ,Middlesex,6.0,3.3,110.9,98992.0
NJ,Monmouth,5.8,3.3,120.5,107500.0
NJ,Morris,5.3,3.0,137.3,122525.0
NJ,New Jersey,6.6,3.7,100.0,89227.0
NJ,Ocean,6.3,3.7,84.9,75732.0
NJ,Passaic,8.6,4.6,83.0,74016.0
NJ,Salem,7.6,4.6,78.3,69844.0
NJ,Somerset,5.4,3.1,138.6,123708.0
NJ,Sussex,6.2,3.7,111.7,99695.0
NJ,Union,6.9,3.9,96.3,85926.0
NJ,Warren,5.8,3.5,92.9,82900.0
NM,Bernalillo,6.5,3.6,110.0,59723.0
NM,Catron,6.6,5.1,74.2,40273.0
NM,Chaves,7.3,4.2,83.0,45098.0
NM,Cibola,9.7,5.5,78.9,42862.0
NM,Colfax,6.3,3.9,78.8,42787.0
NM,Curry,5.2,3.2,92.7,50322.0
NM,De Baca,5.4,3.4,74.0,40181.0
NM,Dona Ana,6.9,4.4,85.8,46619.0
NM,Eddy,6.6,3.3,121.9,66191.0
NM,Grant,7.5,4.1,85.6,46503.0
NM,Guadalupe,7.4,5.6,69.1,37534.0
NM,Harding,5.0,3.5,81.2,44080.0
NM,Hidalgo,5.7,3.4,74.1,40226.0
NM,Lea,9.8,4.4,95.3,51749.0
NM,Lincoln,7.8,4.0,92.9,50472.0
NM,Los Alamos,3.2,2.2,246.9,134050.0
NM,Luna,15.3,9.9,64.5,35040.0
NM,McKinley,10.0,5.7,73.9,40149.0
NM,Mora,6.6,5.5,76.9,41734.0
NM,New Mexico,7.1,4.0,100.0,54304.0
NM,Otero,6.9,4.1,91.8,49845.0
NM,Quay,7.4,4.3,65.9,35776.0
NM,Rio Arriba,7.4,4.3,86.6,47042.0
NM,Roosevelt,5.9,3.8,86.5,46977.0
NM,San Juan,8.4,4.6,92.0,49977.0
NM,San Miguel,7.6,4.9,80.2,43564.0
NM,Sandoval,6.9,3.8,133.6,72545.0
NM,Santa Fe,6.4,3.6,124.0,67311.0
NM,Sierra,8.4,5.9,69.4,37660.0
NM,Socorro,6.6,4.3,71.5,38817.0
NM,Taos,9.2,4.9,84.0,45626.0
NM,Torrance,8.2,5.4,84.1,45684.0
NM,Union,4.5,2.9,76.5,41518.0
NM,Valencia,7.2,4.3,93.0,50510.0
NV,Carson City,4.6,4.0,98.0,64869.0
NV,Churchill,3.4,3.6,102.3,67716.0
NV,Clark,7.9,6.0,96.3,63735.0
NV,Douglas,4.4,4.0,111.9,74053.0
NV,Elko,3.2,3.2,123.1,81466.0
NV,Esmeralda,3.6,3.7,80.8,53509.0
NV,Eureka,2.4,2.9,121.0,80084.0
NV,Humboldt,3.3,3.3,116.4,77018.0
NV,Lander,3.4,3.4,129.6,85773.0
NV,Lincoln,3.2,3.9,97.1,64304.0
NV,Lyon,5.0,4.9,108.1,71547.0
NV,Mineral,3.7,4.1,80.8,53515.0
NV,Nevada,6.9,5.4,100.0,66194.0
NV,Nye,5.9,5.7,89.6,59282.0
NV,Pershing,3.3,3.6,79.2,52412.0
NV,Storey,4.4,4.0,119.8,79281.0
NV,Washoe,4.1,3.5,115.0,76123.0
NV,White Pine,2.9,3.1,95.3,63070.0
NY,Albany,4.4,3.0,100.4,74512.0
NY,Allegany,5.0,4.0,74.5,55320.0
NY,Bronx,13.8,7.8,58.1,43143.0
NY,Broome,5.3,3.8,75.1,55729.0
NY,Cattaraugus,5.3,4.0,73.6,54602.0
NY,Cayuga,4.7,3.4,84.7,62839.0
NY,Chautauqua,5.6,3.9,64.8,48102.0
NY,Chemung,5.3,3.7,79.7,59155.0
NY,Chenango,4.4,3.3,78.4,58177.0
NY,Clinton,4.7,3.3,81.0,60094.0
NY,Columbia,3.9,2.7,93.5,69403.0
NY,Cortland,5.1,3.8,83.9,62292.0
NY,Delaware,4.7,3.7,71.9,53385.0
NY,Dutchess,4.5,3.1,117.7,87370.0
NY,Erie,5.4,3.6,84.9,63014.0
NY,Essex,4.8,3.6,84.7,62884.0
NY,Franklin,4.8,3.6,74.0,54960.0
NY,Fulton,5.5,3.9,75.7,56169.0
NY,Genesee,4.3,3.1,84.6,62785.0
NY,Greene,5.0,3.5,82.7,61375.0
NY,Hamilton,4.5,4.3,77.4,57427.0
NY,Herkimer,5.8,3.9,80.0,59366.0
NY,Jefferson,5.1,4.0,80.1,59430.0
NY,Kings,10.3,5.9,90.2,66943.0
NY,Lewis,5.1,4.0,80.8,59978.0
NY,Livingston,4.4,3.3,87.9,65221.0
NY,Madison,4.6,3.4,89.5,66419.0
NY,Monroe,5.2,3.4,88.9,66003.0
NY,Montgomery,5.7,4.0,74.8,55523.0
NY,Nassau,4.5,2.9,168.6,125118.0
NY,New York,7.0,4.3,100.0,74230.0
NY,New York,7.7,4.6,113.7,84371.0
NY,Niagara,5.6,3.8,82.3,61068.0
NY,Oneida,5.1,3.5,80.6,59804.0
NY,Onondaga,4.9,3.3,88.3,65548.0
NY,Ontario,4.3,3.1,102.6,76137.0
NY,Orange,4.7,3.2,119.2,88494.0
NY,Orleans,5.2,3.8,75.6,56140.0
NY,Oswego,5.5,4.0,80.0,59394.0
NY,Otsego,4.5,3.4,83.1,61664.0
NY,Putnam,4.2,2.9,144.2,107014.0
NY,Queens,9.8,5.2,98.1,72807.0
NY,Rensselaer,4.4,3.1,99.8,74106.0
NY,Richmond,8.9,5.5,114.2,84744.0
NY,Rockland,4.4,2.8,132.1,98054.0
NY,Saratoga,3.8,2.7,117.4,87154.0
NY,Schenectady,4.9,3.3,97.5,72357.0
NY,Schoharie,4.6,3.6,90.4,67080.0
NY,Schuyler,4.9,3.7,77.7,57706.0
NY,Seneca,4.7,3.2,82.2,60985.0
NY,St. Lawrence,5.2,4.1,74.8,55531.0
NY,Steuben,5.0,3.6,77.6,57584.0
NY,Suffolk,4.6,3.1,151.8,112681.0
NY,Sullivan,4.9,3.3,76.8,57017.0
NY,Tioga,4.5,3.2,86.3,64052.0
NY,Tompkins,3.8,2.8,88.1,65402.0
NY,Ulster,4.7,3.2,104.3,77427.0
NY,Warren,4.9,3.4,93.4,69314.0
NY,Washington,4.6,3.2,83.0,61633.0
NY,Wayne,4.5,3.2,88.0,65299.0
NY,Westchester,4.8,3.1,147.0,109131.0
NY,Wyoming,4.5,3.5,89.3,66261.0
NY,Yates,3.9,2.9,85.7,63619.0
OH,Adams,6.4,5.4,75.5,47001.0
OH,Allen,5.8,4.2,84.3,52518.0
OH,Ashland,4.4,3.8,94.9,59117.0
OH,Ashtabula,5.5,4.4,78.5,48916.0
OH,Athens,5.6,4.8,78.7,49023.0
OH,Auglaize,3.7,3.1,104.3,64942.0
OH,Belmont,6.2,5.2,81.2,50602.0
OH,Brown,5.4,4.5,94.7,58990.0
OH,Butler,4.5,3.5,117.0,72859.0
OH,Carroll,5.7,4.3,90.4,56287.0
OH,Champaign,4.5,3.7,104.2,64876.0
OH,Clark,5.3,4.1,94.8,59077.0
OH,Clermont,4.4,3.6,113.7,70789.0
OH,Clinton,5.5,4.4,101.1,62999.0
OH,Columbiana,5.8,4.6,81.9,51019.0
OH,Coshocton,5.9,4.9,80.5,50135.0
OH,Crawford,5.9,4.8,81.3,50656.0
OH,Cuyahoga,6.3,4.9,88.7,55250.0
OH,Darke,3.9,3.5,95.5,59456.0
OH,Defiance,4.7,3.9,107.1,66697.0
OH,Delaware,3.6,3.0,190.5,118661.0
OH,Erie,6.4,4.9,95.1,59226.0
OH,Fairfield,4.4,3.5,128.8,80245.0
OH,Fayette,4.8,3.9,93.2,58020.0
OH,Franklin,5.0,3.4,106.1,66056.0
OH,Fulton,4.8,4.0,110.8,68985.0
OH,Gallia,5.7,4.7,79.6,49575.0
OH,Geauga,4.1,4.0,147.2,91701.0
OH,Greene,4.4,3.6,126.9,79035.0
OH,Guernsey,5.6,4.9,81.2,50599.0
OH,Hamilton,4.9,3.6,102.9,64087.0
OH,Hancock,4.2,3.3,105.7,65866.0
OH,Hardin,5.2,4.2,86.6,53940.0
OH,Harrison,6.2,4.9,81.4,50691.0
OH,Henry,5.2,4.5,111.8,69634.0
OH,Highland,5.8,4.9,91.1,56772.0
OH,Hocking,4.9,4.1,89.6,55814.0
OH,Holmes,2.8,2.8,112.4,70027.0
OH,Huron,5.9,5.1,99.8,62153.0
OH,Jackson,6.2,5.0,78.3,48745.0
OH,Jefferson,6.5,5.4,81.0,50442.0
OH,Knox,4.1,3.5,99.0,61642.0
OH,Lake,5.0,4.3,119.1,74208.0
OH,Lawrence,5.2,4.6,80.1,49916.0
OH,Licking,4.1,3.4,117.1,72936.0
OH,Logan,4.2,3.5,105.2,65499.0
OH,Lorain,5.6,5.1,101.7,63348.0
OH,Lucas,6.2,4.4,85.7,53379.0
OH,Madison,3.9,3.2,115.5,71958.0
OH,Mahoning,6.3,4.8,80.6,50216.0
OH,Marion,4.8,4.4,85.4,53172.0
OH,Medina,4.2,4.0,139.5,86880.0
OH,Meigs,6.6,5.8,73.7,45935.0
OH,Mercer,3.2,2.7,109.1,67958.0
OH,Miami,4.3,3.6,105.2,65537.0
OH,Monroe,7.4,6.4,85.1,53036.0
OH,Montgomery,5.6,4.1,90.9,56636.0
OH,Morgan,6.3,5.3,74.4,46327.0
OH,Morrow,4.6,3.9,100.4,62516.0
OH,Muskingum,5.1,4.3,84.8,52806.0
OH,Noble,6.8,6.0,80.4,50109.0
OH,Ohio,5.1,4.0,100.0,62286.0
OH,Ottawa,6.1,5.2,114.6,71409.0
OH,Paulding,4.3,3.5,96.8,60274.0
OH,Perry,5.6,4.4,101.7,63329.0
OH,Pickaway,4.5,3.7,116.6,72652.0
OH,Pike,6.3,5.1,79.2,49357.0
OH,Portage,4.8,3.8,105.1,65445.0
OH,Preble,4.1,3.4,90.1,56134.0
OH,Putnam,3.4,3.0,116.5,72588.0
OH,Richland,5.6,4.5,83.1,51733.0
OH,Ross,4.9,3.8,85.2,53068.0
OH,Sandusky,5.3,4.7,87.3,54399.0
OH,Scioto,6.2,5.1,70.6,43981.0
OH,Seneca,4.8,4.2,95.2,59292.0
OH,Shelby,4.2,3.5,102.5,63848.0
OH,Stark,5.2,4.0,95.1,59205.0
OH,Summit,5.5,4.1,101.5,63191.0
OH,Trumbull,6.4,4.9,83.2,51838.0
OH,Tuscarawas,4.7,3.8,93.6,58282.0
OH,Union,3.6,3.0,157.6,98167.0
OH,Van Wert,4.0,3.3,99.3,61842.0
OH,Vinton,6.2,5.0,74.7,46511.0
OH,Warren,4.0,3.3,155.8,97011.0
OH,Washington,5.6,4.7,88.5,55133.0
OH,Wayne,3.6,3.2,97.5,60709.0
OH,Williams,4.3,3.4,91.7,57131.0
OH,Wood,4.3,3.5,103.9,64702.0
OH,Wyandot,3.5,2.9,105.6,65757.0
OK,Adair,3.8,3.3,77.7,43371.0
OK,Alfalfa,2.5,2.0,98.8,55157.0
OK,Atoka,5.0,3.9,79.7,44489.0
OK,Beaver,1.8,1.9,107.9,60260.0
OK,Beckham,4.5,2.6,83.7,46744.0
OK,Blaine,3.1,2.2,89.7,50068.0
OK,Bryan,3.4,2.7,85.8,47916.0
OK,Caddo,3.9,3.2,79.0,44121.0
OK,Canadian,3.4,2.5,135.8,75806.0
OK,Carter,4.6,3.5,95.3,53211.0
OK,Cherokee,4.3,3.5,75.7,42269.0
OK,Choctaw,5.4,4.6,73.8,41228.0
OK,Cimarron,1.9,1.4,90.1,50300.0
OK,Cleveland,3.4,2.5,121.2,67692.0
OK,Coal,4.7,3.2,80.1,44733.0
OK,Comanche,4.3,3.6,89.7,50090.0
OK,Cotton,4.3,3.1,87.2,48703.0
OK,Craig,3.8,3.1,87.5,48825.0
OK,Creek,4.4,3.5,95.4,53287.0
OK,Custer,3.4,2.6,91.5,51098.0
OK,Delaware,3.5,2.9,85.6,47774.0
OK,Dewey,2.9,2.0,95.2,53165.0
